# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
PMUL2512.json	0	Thanks! I'm going to hanging out at the college late tonight, could you get me a taxi back to the hotel at 2:45?	Their phone number is 01223334900. The postcode is cb23bu. 	centre	christ's college	college	none	none	none	none	none	none	friday	2	5	yes	express by holiday inn cambridge	none	expensive	2	none	none	none	none	none	none	none	none	none	christ's college	express by holiday inn cambridge	02:45	none	none	none	none	none	none
PMUL2512.json	1	Thank you. That is all I need.	Okay I've got a white Honda booked for you to pick you up at 2:45 and take you back to your hotel, their number is 07078899267	centre	christ's college	college	none	none	none	none	none	none	friday	2	5	yes	express by holiday inn cambridge	none	expensive	2	none	none	none	none	none	none	none	none	none	christ's college	express by holiday inn cambridge	02:45	none	none	none	none	none	none
PMUL3719.json	0	I'll need a ride there. Can you arrange a taxi for me?	Your booking was successful. Your reference number is SB1NTSYB. Is there anything else I can do for you?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	none	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	1	Departing from the hotel and arriving at the restaurant by 19:15.	Where will you be departing from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	none	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	2	I want kirkwood house- I don't need a booking, just the postcode.	First we need to book you a hotel or guesthouse. Do you have any preferences for location or price?	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	none	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	3	Now I need a taxi.	The postcode is cb41da. How else may I help you?	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	kirkwood house	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	4	Will the taxi arrive to the restaurant by the booked time?	I have booked a taxi from kirkwood house to the dojo noodle bar for you. A white honda will pick you up. The contact number is 07516276037. Is there anything else I can help you with?	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	kirkwood house	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	5	that will be okay for now thanks	yes, it will arrive by 19:15	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	kirkwood house	dojo noodle bar	none	none	none	none	none	none	none
PMUL3719.json	6	Thank you. I appreciated your assistance.	You're welcome! I hope you have a wonderful trip!	none	none	none	none	none	none	none	none	none	none	none	none	none	kirkwood house	none	none	none	none	centre	wednesday	4	19:15	asian oriental	none	do not care	19:15	kirkwood house	dojo noodle bar	none	none	none	none	none	none	none
MUL2694.json	0	thanks. i want to leave the hotel by 24:45.	The phone number for Wandlebury Country Park is 01223243830. Do you any further assistance today?	none	wandlebury country park	none	none	none	none	none	none	south	thursday	6	2	none	none	none	moderate	3	none	none	none	none	none	none	none	none	none	bridge guest house	none	24:45	none	none	none	none	none	none
MUL2694.json	1	Yes I do. I want to leave the hotel by 24:45 to go to the park. 	Do you mean that you want to book a taxi? If so, what will your destination be?	none	wandlebury country park	none	none	none	none	none	none	south	thursday	6	2	none	none	none	moderate	3	none	none	none	none	none	none	none	none	none	bridge guest house	none	24:45	none	none	none	none	none	none
MUL2694.json	2	Wonderful. Can you provide me with the contact number? Also, what kind of car is it?	Your taxi will be available and has been booked.	none	wandlebury country park	none	none	none	none	none	none	south	thursday	6	2	none	none	none	moderate	3	none	none	none	none	none	none	none	none	none	bridge guest house	wandlebury country park	24:45	none	none	none	none	none	none
MUL2694.json	3	Nope, that's it. Thanks! 	Of course, sorry about that. Look for a red Lexus. The contact number is 07951076280. Can I be of further assistance today?	none	wandlebury country park	none	none	none	none	none	none	south	thursday	6	2	none	none	none	moderate	3	none	none	none	none	none	none	none	none	none	bridge guest house	wandlebury country park	24:45	none	none	none	none	none	none
PMUL2749.json	0	Okay I also need a taxi that will leave the attraction by 08:45.	That information is not available to me. The phone number is 00872208000. 	south	none	cinema	none	none	none	none	none	none	sunday	5	4	none	leverton house	none	none	none	none	none	none	none	none	none	none	none	none	cineworld cinema	leverton house	08:45	none	none	none	none	none	none
PMUL2749.json	1	No, I think that will be all. Thank you for your help!	The car will be a yellow toyota and their number is 07865026456, is there anything else you need?	south	none	cinema	none	none	none	none	none	none	sunday	5	4	none	leverton house	none	none	none	none	none	none	none	none	none	none	none	none	cineworld cinema	leverton house	08:45	none	none	none	none	none	none
PMUL2749.json	2	Thank you very much. 	Thanks and enjoy your time !	south	none	cinema	none	none	none	none	none	none	sunday	5	4	none	leverton house	none	none	none	none	none	none	none	none	none	none	none	none	cineworld cinema	leverton house	08:45	none	none	none	none	none	none
MUL0161.json	0	I also need to book a taxi to commute between the two. I'd like to arrive prior to the 15:45 time.	Your booking was successful starting Friday for four nights. Your reference number is DRW9QM8S. Can I help you with anything else?	none	none	none	none	none	none	none	none	none	friday	1	4	yes	none	yes	expensive	none	hotel	centre	friday	1	15:45	none	none	expensive	15:45	gonville hotel	the cambridge chop house	none	none	none	none	none	none	none
MUL0161.json	1	No, thanks for your help.	Your booking is complete, a grey bmw will be picking you up, the contact number is 07034136573. Can I assist you with anything further today?	none	none	none	none	none	none	none	none	none	friday	1	4	yes	none	yes	expensive	none	hotel	centre	friday	1	15:45	none	none	expensive	15:45	gonville hotel	the cambridge chop house	none	none	none	none	none	none	none
MUL1005.json	0	I'd like to book a taxi between Saint John's College and the hotel, leaving the hotel at 4:15.	The address is 151 Hills Road. Anything else I can do for you?	none	saint john's college	none	none	none	none	none	none	none	none	none	none	none	none	yes	moderate	none	none	none	none	none	none	none	none	none	none	bridge guest house	saint john's college	16:15	none	none	none	none	none	none
MUL1005.json	1	That's literally every thing I needed today. You've been amazing, thank you so much!	Okay, I've booked a taxi for you at 4:15pm at the Bridge Guest House. It will be a black Volkswagen. The number is 07240037071. Anything else I can help with?	none	saint john's college	none	none	none	none	none	none	none	none	none	none	none	none	yes	moderate	none	none	none	none	none	none	none	none	none	none	bridge guest house	saint john's college	16:15	none	none	none	none	none	none
SNG1197.json	0	I need a taxi to pick me up at curry prince at 08:15.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	curry prince	none	08:15	none	none	none	none	none	none
SNG1197.json	1	My destination is kettle's yard, and anytime after 8:15 would be fine. Please notify me of the car type and the contact number. Thank you.	Where is your destination and what time would you like to arrive by?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	curry prince	kettle's yard	08:15	none	none	none	none	none	none
SNG1197.json	2	That is all I needed, thank you. 	Ok, I have booked you a grey Audi for an 8:15 pickup. The contact number is 07249275156.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	curry prince	kettle's yard	08:15	none	none	none	none	none	none
MUL1265.json	0	Could you also book me a taxi that arrives at the restaurant by the time of my reservation?	Okay I was able to make you a reservation and your reference number is DWMSURSO.	none	none	none	none	none	none	none	none	none	none	none	none	yes	ashley hotel	none	moderate	none	hotel	centre	friday	4	17:15	european	none	moderate	17:15	none	galleria	none	none	none	none	none	none	none
MUL1265.json	1	From the hotel. I would like to get a contact number for the taxi also, just in case something changes.	Where will you be departing from?	none	none	none	none	none	none	none	none	none	none	none	none	yes	ashley hotel	none	moderate	none	hotel	centre	friday	4	17:15	european	none	moderate	17:15	ashley hotel	galleria	none	none	none	none	none	none	none
MUL1265.json	2	No that will be all thank you goodbye	I was able to book that taxi for you. Their contact number is 07236475648. That will be a yellow honda. Can I assist you with anything else today? 	none	none	none	none	none	none	none	none	none	none	none	none	yes	ashley hotel	none	moderate	none	hotel	centre	friday	4	17:15	european	none	moderate	17:15	ashley hotel	galleria	none	none	none	none	none	none	none
PMUL2596.json	0	I will need to be picked up at the hotel by 4:45 to arrive at the college on tuesday.	Which will be your departure site? What time do you want to leave or to arrive?	none	none	college	none	none	none	none	none	none	tuesday	4	4	none	arbury lodge guesthouse	none	none	none	none	none	none	none	none	none	none	none	none	arbury lodge guesthouse	churchill college	04:45	none	none	none	none	none	none
PMUL2596.json	1	No I believe we got everything covered today.Thanks. Goodbye.	All set, the car is a white volvo, Contact number is 07321652724, any other questions?	none	none	college	none	none	none	none	none	none	tuesday	4	4	none	arbury lodge guesthouse	none	none	none	none	none	none	none	none	none	none	none	none	arbury lodge guesthouse	churchill college	04:45	none	none	none	none	none	none
MUL0076.json	0	Thank you. I would also like to book a taxi to get from the guesthouse to the restaurant. I would like to arrive by 17:30.	No problem, address is Victoria Avenue Chesterton, postcode cb41eh.	none	none	none	none	none	none	none	none	north	monday	7	3	none	none	none	cheap	none	guest house	north	none	none	none	indian	none	none	17:30	worth house	royal spice	none	none	none	none	none	none	none
MUL0076.json	1	Yes I would like a contact number and car type please for my booking.	Ok, I've booked your taxi from Worth House to Royal Spice. You will arrive by 17:30. Anything else I can do for you?	none	none	none	none	none	none	none	none	north	monday	7	3	none	none	none	cheap	none	guest house	north	none	none	none	indian	none	none	17:30	worth house	royal spice	none	none	none	none	none	none	none
MUL0076.json	2	What is the maximum passenger accommodation of the Volkswagen? There will be 7 of us going to dinner.	Sure expect a grey Volkswagen to pick you up and the contact number is 07554509101. Is there anything else I can help you with today?	none	none	none	none	none	none	none	none	north	monday	7	3	none	none	none	cheap	none	guest house	north	none	none	none	indian	none	none	17:30	worth house	royal spice	none	none	none	none	none	none	none
MUL0076.json	3	Sounds like a plan. Thank you for all of the help!	The model of the car was not given, so I am not sure, your best bet is to call the taxi company to make sure the vehicle can fit 7 passengers.	none	none	none	none	none	none	none	none	north	monday	7	3	none	none	none	cheap	none	guest house	north	none	none	none	indian	none	none	17:30	worth house	royal spice	none	none	none	none	none	none	none
MUL1100.json	0	Yes, could you book a taxi for me? I'd like to leave The Gonville Hotel by 24:00, going to All Saints Church.	The post code is cb58bs. Can I help you with anything else today?	centre	none	none	none	none	none	none	none	centre	sunday	8	3	none	none	none	none	3	hotel	none	none	none	none	none	none	none	none	gonville hotel	all saints church	24:00	none	none	none	none	none	none
MUL1100.json	1	Thank you, you have been very helpful. I think that is all I need.	Sure, I've booked a red honda for you. Its contact number is 07371414690.	centre	none	none	none	none	none	none	none	centre	sunday	8	3	none	none	none	none	3	hotel	none	none	none	none	none	none	none	none	gonville hotel	all saints church	24:00	none	none	none	none	none	none
PMUL0307.json	0	I need a taxi. I want to be taken from the hotel to nandos city centre, arriving by 17:00. Please give me the car and contact information	Sorry for the confusion, I booked the restaurant for you and the reference number is 6UDMBSI2. Anything else today?	none	none	none	none	none	none	none	none	none	sunday	7	3	none	city centre north b and b	none	none	none	none	centre	monday	7	17:00	portuguese	nandos city centre	cheap	17:00	city centre north b and b	nandos city centre	none	none	none	none	none	none	none
