# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
PMUL1635.json	4	I am looking to book a train that is leaving from Cambridge to Bishops Stortford on Friday. 	Booking was successful. Reference number is : BMUKPTG6. Can I help you with anything else today?	none	none	none	none	none	none	none	none	east	friday	1	1	yes	none	yes	none	4	none	none	none	none	none	none	none	none	none	none	none	none	none	none	friday	cambridge	bishops stortford	none
PMUL1635.json	5	I want to get there by 19:45 at the latest. 	There are a number of trains leaving throughout the day. What time would you like to travel?	none	none	none	none	none	none	none	none	east	friday	1	1	yes	none	yes	none	4	none	none	none	none	none	none	none	none	none	none	none	none	19:45	none	friday	cambridge	bishops stortford	none
PMUL1635.json	6	Yes please. I also need the travel time, departure time, and price.	Okay! The latest train you can take leaves at 17:29, and arrives by 18:07. Would you like for me to book that for you?	none	none	none	none	none	none	none	none	east	friday	1	1	yes	none	yes	none	4	none	none	none	none	none	none	none	none	none	none	none	none	19:45	1	friday	cambridge	bishops stortford	none
PMUL1635.json	7	Yes. Sorry, but suddenly my plans changed. Can you change the Wartworth booking to Monday for 3 people and 4 nights?	Reference number is : UIFV8FAS. The price is 10.1 GBP and the trip will take about 38 minutes. May I be of any other assistance?	none	none	none	none	none	none	none	none	east	monday	3	4	yes	none	yes	none	4	none	none	none	none	none	none	none	none	none	none	none	none	19:45	1	friday	cambridge	bishops stortford	none
PMUL1635.json	8	Thank you very much, goodbye.	I have made that change and your reference number is YF86GE4J	none	none	none	none	none	none	none	none	east	monday	3	4	yes	none	yes	none	4	none	none	none	none	none	none	none	none	none	none	none	none	19:45	1	friday	cambridge	bishops stortford	none
PMUL1181.json	1	I am departing from norwich. I need to leave after 18:45 on Wednesday.	I would be happy to help you find a train. Where are you departing from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	wednesday	norwich	none	18:45
PMUL1181.json	2	I will be heading to cabridge	I have several options for you. Where is your destination?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	wednesday	norwich	cambridge	18:45
PMUL1181.json	3	yeah, i need one ticket	The earliest after 18:45 is the TR8658, leaving Norwich at 19:16. Can I reserve you one or more seats on this train?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1	wednesday	norwich	cambridge	18:45
PMUL1181.json	4	I am also looking for a multi sport in the East. 	Booking was successful, the total fee is 17.6 GBP payable at the station. Your reference number is AXH1NM1I. Do you need assistance with anything else?	east	none	multiple sports	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1	wednesday	norwich	cambridge	18:45
PMUL1181.json	5	I would like to get the phone number, please.	It looks like there is The Cherry Hinton Village Centre. Can I get you more information about it? 	east	the cherry hinton village centre	multiple sports	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1	wednesday	norwich	cambridge	18:45
PMUL1181.json	6	Oh, and what is their postcode, please?	their phone number is 01223576412. anything else?	east	the cherry hinton village centre	multiple sports	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1	wednesday	norwich	cambridge	18:45
PMUL1181.json	7	That is all for now thank you.	Sure, the postcode is cb19ej. Can I help you find any other information about Cambridge?	east	the cherry hinton village centre	multiple sports	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1	wednesday	norwich	cambridge	18:45
PMUL3470.json	4	I will be going from cambridge to birmingham new street.	Sure, which stations will you be traveling between?	none	none	none	none	none	none	none	none	none	monday	7	4	none	express by holiday inn cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	cambridge	birmingham new street	none
PMUL3470.json	5	Whenever will get me there by 17:30. I do need to leave on Friday and I will need the travel time please. 	What time would you like to leave? The trains depart every hour.	none	none	none	none	none	none	none	none	none	monday	7	4	none	express by holiday inn cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	17:30	none	friday	cambridge	birmingham new street	none
MUL0602.json	6	The train should depart from peterborough and arrive in Cambridge by 10:45.	I'm sorry, there seems to be an error. Can you please restate your request?	none	none	none	none	none	none	none	none	south	sunday	4	2	yes	none	none	moderate	4	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	peterborough	cambridge	none
MUL0602.json	7	Sunday and can you please give me the price and travel time?	That's not a problem. What day would you like?	none	none	none	none	none	none	none	none	south	sunday	4	2	yes	none	none	moderate	4	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sunday	peterborough	cambridge	none
MUL0602.json	8	Book 4 seats for me please.	The price is 13.20 pounds and the travel time is 50 minutes.	none	none	none	none	none	none	none	none	south	sunday	4	2	yes	none	none	moderate	4	none	none	none	none	none	none	none	none	none	none	none	none	10:45	4	sunday	peterborough	cambridge	none
MUL0602.json	9	No, that would be fine. Thank you. That was all I needed for today. 	I booked TR1071, the last train before 10:45 (arrives 10:38). Your reference number will be AUL3MJY9. However, If you would have preferred something earlier, I can easily cancel and rebook.	none	none	none	none	none	none	none	none	south	sunday	4	2	yes	none	none	moderate	4	none	none	none	none	none	none	none	none	none	none	none	none	10:45	4	sunday	peterborough	cambridge	none
MUL0476.json	0	I'm looking for a train that departs Cambridge after 10:00.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cambridge	none	10:00
MUL0476.json	1	I'm looking to travel to Birmingham New Street, and I want to leave on Thursday.	I have 1,029 trains departing cambridge, to narrow it down what is your destination and on what day would you like to go?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	birmingham new street	10:00
MUL0476.json	2	I need to book it for 6 people, can I get the reference number too?	Great, I can get you a ticket for that train. How many people are riding with you?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	birmingham new street	10:00
MUL0476.json	3	Yes, I would like to book the train for 6 people. I need the reference number, please.	TR9557 will depart at 11:01 and arrive by 13:44. Can I confirm you want to book this train for 6 people?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6	thursday	cambridge	birmingham new street	10:00
MUL0476.json	4	Alright I also heard about this place called abbey pool and astroturf pitch. What is their number and address?	Booking was successful, the total fee is 450.6 GBP payable at the station. Reference number is : 9YW0JV6V.	none	abbey pool and astroturf pitch	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6	thursday	cambridge	birmingham new street	10:00
MUL0476.json	5	No. Thank you very much for your help. 	Their number is 01223902088 and their address is pool way, whitehill road, off newmarket road. Need anything else?	none	abbey pool and astroturf pitch	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6	thursday	cambridge	birmingham new street	10:00
PMUL4711.json	3	I also need to get to the airport by 18:15 on Tuesday. Are there any trains heading that way?	The Broughton House Gallery is a museum and the entrance fee is free. Is there anything else I may assist you with?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	none	tuesday	none	stansted airport	none
PMUL4711.json	4	What time does TR7743 leave and what is the price?	Yes. The TR7743 gets to Stansted Airport at 18:08, and there are other choices if you'd prefer to travel earlier. Would you like to book some tickets?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	none	tuesday	none	stansted airport	none
PMUL4711.json	5	Thank you for the departure time and price, Yes I would like to book a ticket.	That train leaves at 17:40 and costs 10.10 pounds. Would you like me to book it for you?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
PMUL4711.json	6	Thank you. that will be all.	Okay, the booking was successful, the total fee is 10.1 GBP payable at the station. Your reference number is 11EVSU3I.	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
PMUL4711.json	7	Yeah anytime thanks again. 	you are welcome and thank you for inquiring with us	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
